Key_,County,Precinct,Population,White Single Race,Black Single Race,Native American Single Race,Asian Pacific Islander Single Race,Other Single Race,Multi Race,Hispanic,Non Hispanic,Any Part Black,Any Part Native American,Any Part Black or Native American,,Hispanic White Single Race,Hispanic Other Single Race,PL00VA_TOT,White Single Race,REG00G_TOT,White,Black,Native American,Other,Democrat,Republican,Liberitarian,Unaffiliated,White Democrat,White Republican,WhiteLibertarian,White Unaffiliated,Black Democrat,Black Republican,Black Libertarian,Black Unaffiliated,Native American Democrat,Native American Republican,Native American Libretarian,Nnative American Unaffiliated,Other Democrat,Other Republican,Other Libretarian,Other Unaffiliated,Male,Female,18-25,26-40,41-65,66+
37.055.0642,Dare,EAST LAKE,147,143,0,0,0,4,0,4,143,0,0,0,0,0,4,108,106,85,85,0,0,0,62,17,0,6,62,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,41,44,5,30,37,13
37.055.0643,Dare,FRISCO,845,832,0,2,2,5,4,7,838,1,4,0,0,2,5,686,674,715,712,0,0,3,358,243,0,114,357,241,0,114,0,0,0,0,0,0,0,0,1,2,0,0,350,365,48,159,368,140
37.055.0644,Dare,KITTY HAWK,2991,2935,19,7,9,6,15,28,2963,20,12,1,0,19,6,2347,2309,1979,1956,9,0,14,819,681,6,473,805,677,6,468,5,0,0,4,0,0,0,0,9,4,0,1,933,1046,114,599,960,306
37.055.0645,Dare,MANNS HARBOR,837,782,7,2,0,33,13,56,781,11,3,0,1,19,33,624,591,461,453,7,0,1,293,115,0,53,288,115,0,50,4,0,0,3,0,0,0,0,1,0,0,0,212,249,46,120,215,80
37.055.0646,Dare,NAGS HEAD,2718,2634,36,4,12,13,19,39,2679,38,9,1,0,25,13,2199,2138,1839,1814,9,2,14,809,553,2,475,796,550,2,466,7,1,0,1,1,0,0,1,5,2,0,7,880,959,110,554,900,275
37.055.0647,Dare,BUXTON,1163,1143,4,0,1,8,7,18,1145,5,5,1,0,9,8,920,904,705,698,2,1,4,386,197,1,121,383,194,1,120,1,1,0,0,0,0,0,1,2,2,0,0,333,372,60,208,322,115
37.055.0648,Dare,COLINGTON,3414,3309,17,10,15,20,43,71,3343,25,32,3,0,52,17,2597,2531,1993,1972,1,2,18,774,683,4,532,766,676,4,526,1,0,0,0,1,1,0,0,6,6,0,6,928,1065,125,554,1009,305
37.055.0649,Dare,HATTERAS,634,630,0,0,0,0,4,2,632,1,3,0,0,2,0,505,502,474,473,0,0,1,274,141,2,57,273,141,2,57,0,0,0,0,0,0,0,0,1,0,0,0,235,239,41,118,226,89
37.055.0650,Dare,KILL DEVIL HILLS,5897,5685,36,10,42,62,62,174,5723,49,33,0,0,108,60,4664,4516,3774,3726,11,4,33,1511,1199,10,1054,1489,1189,10,1038,6,2,0,3,2,2,0,0,14,6,0,13,1823,1951,273,1430,1598,473
37.055.0651,Dare,MANTEO,4145,3398,556,20,8,78,85,165,3980,577,49,9,4,69,73,3101,2574,2617,2321,279,3,14,1627,547,2,441,1365,537,2,417,252,7,0,20,1,0,0,2,9,3,0,2,1207,1410,212,687,1306,412
37.055.0652,Dare,WANCHESE,1527,1498,5,9,2,7,6,28,1499,5,13,1,0,21,6,1169,1147,932,928,1,0,3,500,314,0,118,499,311,0,118,0,1,0,0,0,0,0,0,1,2,0,0,431,501,61,293,426,152
37.055.0653,Dare,AVON,792,778,1,2,8,0,3,4,788,1,3,1,0,4,0,662,649,608,601,1,0,6,228,273,0,107,226,271,0,104,0,0,0,1,0,0,0,0,2,2,0,2,315,293,60,154,281,113
37.055.0654,Dare,DUCK,448,436,5,4,1,1,1,8,440,5,4,0,0,6,1,403,395,363,360,3,0,0,129,132,1,101,127,132,1,100,2,0,0,1,0,0,0,0,0,0,0,0,174,189,21,61,202,79
37.055.0655,Dare,STUMPY POINT,198,198,0,0,0,0,0,0,198,0,0,0,0,0,0,163,163,137,137,0,0,0,95,26,0,16,95,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,66,71,9,27,69,32
37.055.0656,Dare,CHICAMACOMICO,567,535,2,2,16,0,12,0,567,4,11,0,0,0,0,475,459,495,491,3,1,0,280,120,1,94,279,119,1,92,1,1,0,1,0,0,0,1,0,0,0,0,247,248,31,128,252,84
37.055.0657,Dare,SOUTHERN SHORES,2592,2549,3,5,7,17,11,35,2557,3,10,0,0,20,14,2089,2064,2112,2101,3,0,8,746,873,2,491,743,871,2,485,1,0,0,2,0,0,0,0,2,2,0,4,1032,1080,99,332,1089,592
37.055.0658,Dare,MANTEO,1052,908,106,6,1,15,16,27,1025,110,13,1,0,9,15,844,747,711,632,75,0,4,443,149,0,119,372,146,0,114,68,2,0,5,0,0,0,0,3,1,0,0,328,383,58,187,354,112
37.055.0659,Dare,Voting Districts not defined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.057.0660,Davidson,ABBOTTS CREEK,4106,3740,204,26,33,41,62,91,4015,213,46,11,0,36,34,3144,2878,2521,2402,114,4,1,699,1452,2,368,607,1444,2,349,90,5,0,19,2,2,0,0,0,1,0,0,1118,1403,262,824,1139,296
37.057.0661,Davidson,ARCADIA,5119,4869,153,22,20,17,38,79,5040,157,32,4,2,56,16,3754,3588,3242,3134,103,5,0,901,1840,3,498,815,1830,3,486,85,9,0,9,1,1,0,3,0,0,0,0,1455,1787,263,1100,1583,296
37.057.0662,Davidson,BOONE,4483,4296,108,12,19,13,35,57,4426,113,32,2,0,43,13,3342,3204,2017,1951,62,3,1,827,890,3,297,773,882,3,293,53,6,0,3,0,2,0,1,1,0,0,0,824,1193,221,743,860,193
37.057.0663,Davidson,CENTRAL,1368,1271,52,12,8,19,6,23,1345,54,15,0,1,4,17,1099,1031,987,954,32,1,0,458,406,0,123,435,399,0,120,23,6,0,3,0,1,0,0,0,0,0,0,459,528,105,301,454,127
37.057.0664,Davidson,COTTON GROVE,3477,3065,236,24,87,26,39,81,3396,243,43,0,0,38,26,2662,2389,1991,1810,174,5,2,932,804,3,252,772,795,3,240,157,9,0,8,2,0,0,3,1,0,0,1,844,1147,197,670,958,166
37.057.0665,Davidson,DENTON,1446,1418,9,0,5,5,9,29,1417,9,5,0,0,18,5,1072,1060,866,865,0,1,0,255,459,0,152,254,459,0,152,0,0,0,0,1,0,0,0,0,0,0,0,369,497,77,313,357,119
37.057.0666,Davidson,EMMONS,2658,2628,0,8,6,4,12,34,2624,1,16,1,0,32,2,2001,1976,1120,1119,0,1,0,324,643,2,151,324,642,2,151,0,0,0,0,0,1,0,0,0,0,0,0,465,655,118,365,515,122
37.057.0667,Davidson,GUMTREE,4331,4230,58,9,5,7,22,48,4283,59,15,0,8,30,7,3235,3171,2452,2423,24,5,0,673,1409,5,365,651,1407,5,360,21,1,0,2,1,1,0,3,0,0,0,0,1118,1334,224,850,1136,242
37.057.0668,Davidson,HEALING SPRINGS,2492,2441,15,14,1,6,15,17,2475,10,26,0,5,6,6,1933,1898,1080,1077,1,2,0,347,564,1,168,344,564,1,168,1,0,0,0,2,0,0,0,0,0,0,0,455,625,97,362,521,100
37.057.0669,Davidson,HOLLY GROVE,3666,3597,24,10,3,9,23,22,3644,26,22,4,0,11,9,2780,2738,1829,1819,7,2,1,681,886,1,261,673,885,1,260,6,0,0,1,1,1,0,0,1,0,0,0,773,1056,171,649,837,172
37.057.0670,Davidson,LEXINGTON 1,1957,1719,162,6,7,36,27,56,1901,169,13,0,4,18,29,1524,1373,912,884,25,3,0,356,413,0,143,330,411,0,143,25,0,0,0,1,2,0,0,0,0,0,0,420,492,105,302,369,136
37.057.0671,Davidson,LEXINGTON 2,2196,1966,57,16,94,32,31,65,2131,60,22,0,0,37,26,1663,1511,1147,1131,15,1,0,446,539,1,161,433,538,1,159,13,1,0,1,0,0,0,1,0,0,0,0,511,636,114,361,539,133
37.057.0672,Davidson,LEXINGTON 3,929,882,13,1,19,4,10,11,918,13,2,0,0,7,3,741,713,556,555,0,0,1,195,280,1,80,194,280,1,80,0,0,0,0,0,0,0,0,1,0,0,0,243,313,51,166,247,92
37.057.0673,Davidson,LEXINGTON 4,3338,3198,75,11,20,16,18,32,3306,78,15,0,0,15,16,2617,2522,1897,1868,25,4,0,726,922,2,247,704,916,2,246,22,2,0,1,0,4,0,0,0,0,0,0,865,1032,178,604,906,209
37.057.0674,Davidson,WARD 1,3776,1193,2238,9,51,215,70,399,3377,2257,13,9,6,167,204,2733,954,1836,503,1328,4,1,1468,223,1,144,257,179,0,67,1208,43,1,76,2,1,0,1,1,0,0,0,703,1133,188,614,798,236
37.057.0675,Davidson,WARD 2,2979,2041,567,14,41,231,85,516,2463,583,30,9,16,250,227,2193,1598,1272,1008,257,7,0,707,406,0,159,492,374,0,142,211,30,0,16,4,2,0,1,0,0,0,0,512,760,137,433,527,175
37.057.0676,Davidson,WARD 3,3567,2423,458,11,303,207,165,330,3237,490,34,5,2,98,189,2729,2013,1608,1436,168,2,2,855,559,0,194,714,547,0,175,139,10,0,19,2,0,0,0,0,2,0,0,688,920,148,483,618,359
37.057.0677,Davidson,WARD 4,2548,1793,479,14,65,159,38,208,2340,486,18,1,7,37,141,1964,1452,1334,1111,220,2,1,747,398,1,188,563,383,1,164,181,15,0,24,2,0,0,0,1,0,0,0,530,804,122,426,535,251
37.057.0678,Davidson,WARD 5,3432,1269,1733,21,38,341,30,550,2882,1730,24,2,17,170,337,2498,995,1453,526,922,4,1,1094,210,1,148,273,158,0,95,819,51,1,51,1,1,0,2,1,0,0,0,543,910,159,560,542,192
37.057.0679,Davidson,WARD 6,3028,2449,461,16,21,32,49,112,2916,470,35,15,1,72,32,2453,2045,1761,1583,175,2,1,916,641,1,203,759,629,1,194,157,9,0,9,0,2,0,0,0,1,0,0,782,979,145,445,844,327
37.057.0680,Davidson,LIBERTY,3866,3809,19,10,2,10,16,31,3835,20,21,0,0,20,10,2864,2819,2187,2176,7,4,0,643,1280,2,262,635,1279,2,260,6,0,0,1,2,1,0,1,0,0,0,0,1041,1146,242,753,968,224
37.057.0681,Davidson,MIDWAY,4858,4246,575,10,9,9,9,41,4817,573,16,0,4,26,8,3779,3298,3032,2722,306,4,0,936,1710,3,383,661,1695,3,363,275,12,0,19,0,3,0,1,0,0,0,0,1396,1636,313,955,1450,314
37.057.0682,Davidson,NORTH DAVIDSON,3105,2952,113,7,8,11,14,13,3092,114,9,1,0,5,8,2319,2211,1763,1681,81,1,0,561,978,1,223,486,975,1,219,75,2,0,4,0,1,0,0,0,0,0,0,701,1062,164,659,776,164
37.057.0683,Davidson,REEDS YADKIN COLLEGE,3541,3355,112,14,15,18,27,46,3495,113,30,0,0,22,18,2739,2601,1679,1620,56,3,0,621,853,2,203,571,850,2,197,48,2,0,6,2,1,0,0,0,0,0,0,648,1031,179,621,724,155
37.057.0684,Davidson,REEDY CREEK,4659,4551,38,13,14,21,22,48,4611,38,21,0,1,26,17,3465,3388,2169,2147,18,4,0,678,1148,2,341,660,1145,2,340,15,2,0,1,3,1,0,0,0,0,0,0,889,1280,209,948,873,139
37.057.0685,Davidson,SILVER HILL,5917,5781,34,10,40,22,30,47,5870,36,24,4,0,24,22,4425,4336,3022,2996,22,4,0,1252,1383,2,385,1237,1377,2,380,14,4,0,4,1,2,0,1,0,0,0,0,1281,1741,332,1098,1379,213
37.057.0686,Davidson,SILVER VALLEY,2767,2743,3,6,3,2,10,10,2757,4,8,2,0,8,2,2086,2069,1224,1215,6,3,0,350,696,1,177,346,692,1,176,4,2,0,0,0,2,0,1,0,0,0,0,468,756,146,464,516,98
37.057.0687,Davidson,SOUTH DAVIDSON,1684,1667,2,3,1,7,4,7,1677,5,4,0,0,0,7,1311,1299,786,782,1,3,0,231,438,0,117,229,436,0,117,1,0,0,0,1,2,0,0,0,0,0,0,285,501,75,258,375,78
37.057.0688,Davidson,SOUTHMONT,3842,3597,198,23,10,4,10,42,3800,198,27,0,2,32,4,2951,2763,2050,1944,101,5,0,922,821,1,306,828,815,1,300,93,4,0,4,1,2,0,2,0,0,0,0,785,1265,167,677,987,219
37.057.0689,Davidson,THOMASVILLE 1,6366,5349,722,40,56,120,79,300,6066,735,61,6,4,149,118,4678,3994,3342,2916,416,7,3,1132,1691,4,515,798,1657,4,457,333,29,0,54,1,4,0,2,0,1,0,2,1511,1831,349,1470,1155,368
37.057.0690,Davidson,THOMASVILLE 2,3198,1697,1219,16,9,197,60,355,2843,1234,23,3,12,140,183,2371,1378,1832,1115,710,6,1,989,578,2,263,421,513,2,179,566,62,0,82,2,2,0,2,0,1,0,0,807,1025,211,638,761,222
37.057.0691,Davidson,THOMASVILLE 3,3251,1195,1869,7,15,131,34,164,3087,1877,14,3,3,29,126,2396,951,1875,640,1231,4,0,1265,363,0,247,226,293,0,121,1037,68,0,126,2,2,0,0,0,0,0,0,790,1085,228,688,758,201
37.057.0692,Davidson,THOMASVILLE 4,3419,2767,358,21,28,191,54,273,3146,367,44,2,4,66,188,2528,2112,2032,1833,191,7,1,802,912,2,316,638,899,2,294,161,11,0,19,3,1,0,3,0,1,0,0,869,1163,268,776,750,238
37.057.0693,Davidson,THOMASVILLE 5,3648,2839,572,6,56,135,40,303,3345,578,17,0,1,166,126,2827,2301,2030,1736,288,5,1,823,874,5,328,585,856,4,291,236,14,1,37,2,3,0,0,0,1,0,0,850,1180,235,718,753,324
37.057.0694,Davidson,THOMASVILLE 7,2880,2703,75,14,14,52,22,82,2798,78,27,0,1,27,52,2248,2121,1708,1658,48,2,0,569,950,2,187,528,946,2,182,41,3,0,4,0,1,0,1,0,0,0,0,756,952,193,562,787,166
37.057.0695,Davidson,THOMASVILLE 8,2771,2717,15,6,4,12,17,27,2744,19,18,0,0,15,12,2180,2141,2009,1990,11,7,1,590,1174,5,240,582,1169,5,234,7,2,0,2,1,3,0,3,0,0,0,1,921,1088,196,664,932,217
37.057.0696,Davidson,THOMASVILLE 9,5715,5591,52,18,12,10,32,23,5692,53,33,0,1,10,7,4478,4399,3275,3240,29,6,0,1017,1861,6,391,992,1857,6,385,22,4,0,3,3,0,0,3,0,0,0,0,1388,1887,287,1158,1310,520
37.057.0697,Davidson,THOMASVILLE 10,3992,3866,75,6,10,16,19,28,3964,76,22,0,0,15,13,3025,2938,2354,2308,40,5,1,768,1318,2,266,728,1313,1,266,39,1,0,0,0,4,1,0,1,0,0,0,1063,1291,235,755,1097,267
37.057.0698,Davidson,TYRO,4328,4134,111,22,12,19,30,35,4293,113,42,2,0,16,19,3184,3044,2059,1977,78,4,0,761,971,1,326,686,968,1,322,72,3,0,3,3,0,0,1,0,0,0,0,826,1233,211,795,857,196
37.057.0699,Davidson,WALLBURG,4435,4383,9,17,8,6,12,25,4410,7,25,0,3,17,4,3350,3317,2865,2853,9,3,0,716,1773,2,374,707,1770,2,374,8,1,0,0,1,2,0,0,0,0,0,0,1244,1621,269,889,1418,289
37.057.0700,Davidson,WELCOME,3290,3189,17,4,43,11,26,39,3251,18,15,1,0,28,11,2546,2482,1740,1729,5,5,1,613,892,4,231,606,888,4,231,4,1,0,0,3,2,0,0,0,1,0,0,685,1055,184,575,786,195
37.057.0701,Davidson,WEST ARCADIA,4818,4565,173,16,7,22,35,66,4752,181,28,0,3,40,15,3581,3411,3035,2933,101,1,0,897,1683,5,450,811,1682,5,435,86,1,0,14,0,0,0,1,0,0,0,0,1412,1623,269,1060,1479,227
37.059.0702,Davie,Smith Grove,3243,3035,140,2,18,15,33,47,3196,146,6,4,5,22,10,2458,2321,2004,1914,77,0,13,521,1209,0,274,448,1201,0,265,70,3,0,4,0,0,0,0,3,5,0,5,945,1059,136,645,1004,219
37.059.0703,Davie,South Mocksville,3054,2709,267,7,11,40,20,115,2939,275,11,1,4,69,39,2381,2124,1613,1493,117,0,3,544,833,0,236,445,822,0,226,98,11,0,8,0,0,0,0,1,0,0,2,717,896,124,459,723,307
37.059.0704,Davie,East Shady Grove,2183,2076,43,5,2,31,26,54,2129,47,15,0,0,15,31,1614,1537,1284,1244,32,0,8,338,754,0,192,308,750,0,186,29,1,0,2,0,0,0,0,1,3,0,4,610,674,79,342,690,173
37.059.0705,Davie,Fulton,1992,1841,133,4,1,7,6,27,1965,133,6,0,0,19,7,1528,1419,1119,1048,71,0,0,392,605,0,122,327,603,0,118,65,2,0,4,0,0,0,0,0,0,0,0,529,590,90,287,532,210
37.059.0706,Davie,Jerusalem,2523,2212,252,7,4,30,18,62,2461,256,12,0,7,27,28,1880,1664,1185,1051,131,0,3,406,627,0,152,292,620,0,139,113,6,0,12,0,0,0,0,1,1,0,1,540,645,114,335,556,180
37.059.0707,Davie,West Shady Grove,2145,2080,48,7,4,1,5,17,2128,49,8,2,0,15,1,1567,1526,1146,1121,21,0,4,234,762,0,150,215,760,0,146,17,2,0,2,0,0,0,0,2,0,0,2,537,609,110,333,547,156
37.059.0708,Davie,Cooleemee,3303,2921,279,7,9,40,47,94,3209,289,28,0,1,43,38,2454,2198,1511,1371,136,0,4,506,799,0,206,394,789,0,188,111,9,0,16,0,0,0,0,1,1,0,2,714,797,106,455,626,324
37.059.0709,Davie,Farmington,3026,2863,100,7,8,25,23,55,2971,102,14,2,0,24,25,2276,2157,1739,1684,52,0,3,406,1120,0,213,363,1113,0,208,43,4,0,5,0,0,0,0,0,3,0,0,833,906,143,469,880,247
37.059.0710,Davie,North Calahaln,1419,1209,178,4,0,22,6,30,1389,176,6,0,3,5,22,1121,968,781,689,91,0,1,263,452,0,66,186,440,0,63,77,11,0,3,0,0,0,0,0,1,0,0,371,410,53,208,400,120
37.059.0711,Davie,North Mocksville County,2400,2203,118,6,20,27,26,168,2232,117,13,0,16,124,26,1806,1671,1211,1154,55,0,2,399,662,0,150,351,657,0,146,48,3,0,4,0,0,0,0,0,2,0,0,593,618,82,361,583,185
37.059.0712,Davie,South Calahaln,1476,1374,86,5,1,2,8,15,1461,87,11,0,0,13,2,1054,977,672,645,26,0,1,213,355,0,104,194,352,0,99,19,2,0,5,0,0,0,0,0,1,0,0,316,356,53,209,318,92
37.059.0713,Davie,Hillsdale,2304,2244,28,2,13,5,12,41,2263,29,4,0,0,35,5,1922,1870,1741,1714,18,0,9,345,1148,0,248,329,1142,0,243,12,3,0,3,0,0,0,0,4,3,0,2,811,930,81,267,823,570
37.059.0714,Davie,North Mocksville City,2520,1725,593,4,21,129,48,271,2249,612,15,5,4,138,125,1896,1338,1282,973,300,0,9,565,565,0,152,283,551,0,139,275,13,0,12,0,0,0,0,7,1,0,1,555,727,77,371,562,272
37.059.0715,Davie,Clarksville,3247,3012,103,12,4,84,32,213,3034,120,17,1,6,123,82,2423,2267,1551,1491,55,0,5,388,981,0,182,338,977,0,176,47,3,0,5,0,0,0,0,3,1,0,1,752,799,125,472,719,235
37.061.0716,Duplin,ALBERTSON,2517,1603,159,6,13,699,37,960,1557,163,11,1,0,228,699,1776,1175,913,812,84,0,17,529,251,0,133,450,240,0,122,70,8,0,6,0,0,0,0,9,3,0,5,400,513,97,278,389,149
37.061.0717,Duplin,BEULAVILLE,4010,3420,372,5,2,178,33,278,3732,373,10,3,4,75,178,3064,2677,2081,1905,170,0,6,1114,646,2,319,961,631,2,311,150,13,0,7,0,0,0,0,3,2,0,1,948,1133,224,535,946,376
37.061.0718,Duplin,CALYPSO,1373,991,241,2,3,119,17,177,1196,250,4,0,0,55,119,1050,781,681,576,97,0,8,333,272,0,76,244,262,0,70,86,7,0,4,0,0,0,0,3,3,0,2,311,370,66,163,311,141
37.061.0719,Duplin,CYPRESS CREEK,1820,1522,261,1,5,26,5,46,1774,260,1,0,5,15,26,1349,1148,1014,859,153,1,1,456,289,1,268,320,283,1,255,135,6,0,12,1,0,0,0,0,0,0,1,477,537,119,320,399,176
37.061.0720,Duplin,CEDAR FORK,993,908,9,1,2,49,24,58,935,14,7,0,0,0,49,761,701,536,530,4,1,1,227,182,2,125,224,180,2,124,3,1,0,0,0,1,0,0,0,0,0,1,246,290,61,149,235,91
37.061.0721,Duplin,CHARITY,1924,714,940,3,6,257,4,372,1552,941,3,0,1,110,257,1360,539,1024,392,622,2,8,737,175,0,112,172,144,0,76,558,29,0,35,2,0,0,0,5,2,0,1,408,616,102,309,426,187
37.061.0722,Duplin,CHINQUAPIN,1245,954,252,5,3,28,3,48,1197,253,5,1,1,16,28,966,749,739,588,149,0,2,423,186,0,130,286,182,0,120,136,3,0,10,0,0,0,0,1,1,0,0,346,393,67,204,330,138
37.061.0723,Duplin,FAISON,2573,1306,932,7,1,307,20,433,2140,922,8,5,16,105,306,1902,1006,1112,686,407,2,17,729,256,0,127,371,232,0,83,351,16,0,40,0,1,0,1,7,7,0,3,478,634,107,322,477,206
37.061.0724,Duplin,GLISSON,1165,940,103,2,1,94,25,146,1019,108,6,0,1,36,94,856,700,569,511,51,1,6,351,136,0,82,301,132,0,78,46,2,0,3,0,0,0,1,4,2,0,0,261,308,62,166,237,104
37.061.0725,Duplin,HALLSVILLE,1928,1145,623,3,2,133,22,156,1772,628,7,1,1,20,129,1372,854,874,591,273,0,10,570,160,0,144,329,140,0,122,236,18,0,19,0,0,0,0,5,2,0,3,390,484,98,267,387,122
37.061.0726,Duplin,KENANSVILLE,4862,2434,2185,13,8,177,45,259,4603,2187,17,14,5,61,176,3723,1868,2449,1362,1071,1,15,1797,408,3,241,809,367,3,183,979,36,0,56,0,1,0,0,9,4,0,2,1053,1396,280,699,1084,386
37.061.0727,Duplin,LOCKLIN,638,510,95,1,0,28,4,39,599,95,2,3,0,10,28,486,396,430,368,60,1,1,191,169,0,70,135,165,0,68,55,3,0,2,1,0,0,0,0,1,0,0,205,225,50,147,162,71
37.061.0728,Duplin,MAGNOLIA,3027,1130,1048,13,3,775,58,971,2056,1045,26,7,5,156,774,2093,843,1090,542,531,4,13,736,254,0,100,256,227,0,59,471,23,0,37,2,0,0,2,7,4,0,2,486,604,122,286,472,210
37.061.0729,Duplin,ROCKFISH,1365,724,552,2,1,78,8,104,1261,552,3,3,0,22,78,998,553,690,414,274,0,2,433,181,0,76,192,167,0,55,240,13,0,21,0,0,0,0,1,1,0,0,286,404,75,190,323,102
37.061.0730,Duplin,ROSE HILL,2803,1537,929,10,9,307,11,436,2367,912,12,0,20,99,307,2122,1207,1420,815,592,3,10,964,312,0,144,392,302,0,121,562,8,0,22,3,0,0,0,7,2,0,1,610,810,152,363,611,294
37.061.0731,Duplin,SMITH CABIN,1784,1383,257,8,1,115,20,164,1620,256,13,3,5,39,114,1317,1030,889,750,135,1,3,495,239,1,154,372,230,1,147,121,8,0,6,0,1,0,0,2,0,0,1,406,483,122,263,382,122
37.061.0732,Duplin,WALLACE,6170,3211,2243,4,12,625,75,858,5312,2241,19,3,18,178,624,4640,2607,3059,1983,1056,5,15,1965,730,4,360,1019,680,2,282,933,44,2,77,2,2,0,1,11,4,0,0,1272,1787,304,740,1336,679
37.061.0733,Duplin,WARSAW,5582,2163,2816,10,34,522,37,677,4905,2809,11,9,20,115,518,4074,1770,3022,1506,1483,3,30,2149,573,2,298,837,502,2,165,1291,60,0,132,2,0,0,1,19,11,0,0,1212,1810,312,885,1257,568
37.061.0734,Duplin,WOLFSCRAPE,3284,2190,181,17,5,817,74,1244,2040,176,35,6,20,351,815,2349,1615,1307,1178,95,0,34,518,523,0,266,430,503,0,245,68,16,0,11,0,0,0,0,20,4,0,10,591,716,141,401,564,201
37.063.0735,Durham,1,2387,1147,687,10,10,476,57,718,1669,688,19,5,19,198,476,1898,963,1304,946,338,3,17,850,244,2,208,557,235,1,153,281,5,1,51,0,1,0,2,12,3,0,2,556,748,110,512,472,210
37.063.0736,Durham,2,4667,2371,1524,9,274,370,119,536,4131,1532,22,14,20,135,355,4047,2235,2715,1768,829,10,108,1653,405,7,650,887,352,7,522,700,19,0,110,6,1,0,3,60,33,0,15,1231,1484,758,1170,581,206
37.063.0737,Durham,3,1864,1502,219,6,30,46,61,128,1736,226,26,6,7,74,37,1547,1278,1649,1493,119,2,35,1047,230,14,358,930,222,14,327,95,6,0,18,1,0,0,1,21,2,0,12,728,921,118,847,502,182
37.063.0738,Durham,4,1856,1525,237,3,33,29,29,49,1807,244,9,0,0,8,26,1542,1262,1505,1432,60,1,12,1002,271,1,231,944,268,1,219,48,2,0,10,1,0,0,0,9,1,0,2,678,827,82,553,571,299
37.063.0739,Durham,5,10092,4456,2916,34,1392,986,308,1483,8609,2961,44,16,43,416,957,9035,4295,4343,2482,1646,7,208,2469,733,12,1129,1051,627,8,796,1318,51,4,273,4,2,0,1,96,53,0,59,2000,2343,1126,2355,617,245
37.063.0740,Durham,6,3196,1612,1179,12,44,290,59,758,2438,1169,21,9,36,419,282,2538,1346,2000,1211,746,4,39,1394,264,4,338,748,225,4,234,619,35,0,92,4,0,0,0,23,4,0,12,954,1046,190,837,694,279
37.063.0741,Durham,7,2267,1375,612,2,58,140,80,262,2005,619,16,10,10,107,133,1952,1235,1936,1532,343,5,56,1208,247,8,473,915,215,7,395,264,18,1,60,2,0,0,3,27,14,0,15,940,996,192,1010,575,159
37.063.0742,Durham,8,3060,751,2004,14,21,204,66,322,2738,2004,31,23,14,92,198,2329,656,1863,745,1089,3,26,1441,136,3,283,482,98,3,162,934,36,0,119,2,1,0,0,23,1,0,2,762,1101,148,686,720,309
37.063.0743,Durham,9,3296,1894,1303,13,25,28,33,114,3182,1284,20,11,23,65,24,2539,1532,2601,1768,802,8,23,1717,484,1,399,983,461,1,323,715,19,0,68,7,1,0,0,12,3,0,8,1123,1478,178,888,1055,480
37.063.0744,Durham,10,2593,130,2378,10,1,43,31,109,2484,2381,13,10,15,54,40,1876,112,1219,25,1184,3,7,1064,43,3,109,20,2,0,3,1036,41,3,104,3,0,0,0,5,0,0,2,497,722,108,452,435,224
37.063.0745,Durham,11,3020,141,2576,3,1,251,48,409,2611,2557,5,14,37,105,250,2094,99,1737,14,1713,1,9,1571,44,0,122,9,0,0,5,1556,42,0,115,1,0,0,0,5,2,0,2,628,1109,156,559,629,393
37.063.0746,Durham,12,1777,50,1678,3,5,19,22,39,1738,1693,3,2,2,16,19,1086,41,1037,17,1016,1,3,884,36,0,117,10,3,0,4,870,33,0,113,1,0,0,0,3,0,0,0,351,686,132,380,346,179
37.063.0747,Durham,13,2761,69,2589,0,1,68,34,122,2639,2589,4,16,14,40,68,1593,49,1095,12,1076,2,5,922,48,0,125,5,2,0,5,912,45,0,119,1,1,0,0,4,0,0,1,380,715,117,417,385,176
37.063.0748,Durham,14,4758,970,3284,26,6,385,87,752,4006,3295,34,5,19,298,385,3180,784,1952,463,1480,2,7,1512,218,1,221,244,157,1,61,1260,61,0,159,2,0,0,0,6,0,0,1,743,1209,251,694,748,259
37.063.0749,Durham,15,3023,539,2081,14,2,311,76,522,2501,2104,18,3,9,172,309,2163,433,1229,310,908,4,7,951,130,1,147,181,80,0,49,765,46,1,96,2,2,0,0,3,2,0,2,496,733,119,422,499,189
37.063.0750,Durham,16,2937,2028,619,3,205,36,46,92,2845,630,15,5,2,55,34,2330,1599,2284,1922,301,4,57,1031,700,8,545,753,673,8,488,253,10,0,38,1,3,0,0,24,14,0,19,1017,1267,205,1053,949,77
37.063.0751,Durham,17,5062,493,3929,30,3,505,102,847,4215,3908,54,6,55,236,490,3632,422,2268,173,2076,5,14,1908,124,2,234,111,37,1,24,1787,85,1,203,4,1,0,0,6,1,0,7,940,1328,233,781,861,393
37.063.0752,Durham,18,5561,1045,3334,19,22,1029,112,1694,3867,3320,22,14,40,555,1024,3933,828,3617,789,2803,2,23,2843,351,3,420,410,241,1,137,2418,107,2,276,1,1,0,0,14,2,0,7,1436,2181,298,1494,1443,382
