"Key_","County","Precinct","PL00AA_TOT","PL00AA_W_SR","PL00AA_B_SR","PL00AA_NA_SR","PL00AA_API_SR","PL00AA_O_SR","PL00AA_MR","PL00AA_HISP","PL00AA_NONHISP","PL00AA_AP_B","PL00AA_AP_NA","PL00AA_AP_BNA","PL00AA_H_AP_B","PL00AA_HW_SR","PL00AA_HO_SR","PL00VA_TOT","PL00VA_W_SR","PL00VA_B_SR","PL00VA_NA_SR","PL00VA_API_SR","PL00VA_O_SR","PL00VA_MR","PL00VA_HISP","PL00VA_NONHISP","PL00VA_AP_B","PL00VA_AP_NA","PL00VA_AP_BNA","PL00VA_H_AP_B","PL00VA_HW_SR","PL00VA_HO_SR","REG00G_TOT","REG00G_W","REG00G_B","REG00G_NA","REG00G_O","REG00G_D","REG00G_R","REG00G_L","REG00G_U","REG00G_WD","REG00G_WR","REG00G_WL","REG00G_WU","REG00G_BD","REG00G_BR","REG00G_BL","REG00G_BU","REG00G_NAD","REG00G_NAR","REG00G_NAL","REG00G_NAU","REG00G_OD","REG00G_OR","REG00G_OL","REG00G_OU","REG00G_M","REG00G_F","REG00G_1825","REG00G_2640","REG00G_4165","REG00G_66UP","EL98G_USS_D","EL98G_USS_R","EL98G_USS_L","EL00P_SA_D_RC","EL00P_SA_D_PC","EL00P_GOV_D_ME","EL00P_GOV_D_DW","EL00P_GOV_D_O","EL00P_GOV_R_LD","EL00P_GOV_R_AM","EL00P_GOV_R_CN","EL00P_GOV_R_RV","EL00G_GOV_D","EL00G_GOV_R","EL00G_GOV_O","EL00G_CJ_D","EL00G_CJ_R","EL00G_SA_D","EL00G_SA_R","EL00G_USH_D","EL00G_USH_R","EL00G_USH_O","EL00G_NCH_D","EL00G_NCH_R","EL00G_NCH_T","EL00G_NCS_D","EL00G_NCS_R","EL00G_NCS_T"
"37.183.2500","Wake","16-04",5219,3566,1494,25,35,45,54,112,5107,1499,30,7,9,59,32,3774,2688,995,14,28,24,25,61,3713,994,18,4,4,35,17,3417,2529,840,7,41,1753,1125,12,527,1014,1079,10,426,720,30,2,88,1,2,0,4,18,14,0,9,1592,1825,335,1166,1669,247,860,773,12,286,114,256,160,13,112,4,34,64,1217,808,25,1072,941,1152,840,1199,799,18,982,1019,0,1138,885,0
"37.183.2501","Wake","16-05",4088,3202,653,25,51,110,47,206,3882,659,30,3,4,88,106,3172,2572,433,18,41,79,29,148,3024,434,23,1,1,62,78,2860,2450,366,8,36,1397,1014,4,445,1069,981,3,397,308,21,1,36,4,0,0,4,16,12,0,8,1306,1554,222,1016,1197,425,568,761,14,225,109,244,89,16,107,1,35,37,848,803,34,694,945,770,858,849,762,24,793,806,31,666,940,0
"37.183.2502","Wake","16-06",2584,1551,666,11,39,263,54,428,2156,673,14,0,23,118,262,2069,1297,476,10,32,219,35,344,1725,474,13,0,14,87,219,1636,1223,394,1,18,919,471,3,243,572,451,3,197,338,14,0,42,1,0,0,0,8,6,0,4,742,894,145,537,606,348,411,358,7,170,55,166,63,15,48,2,8,32,499,353,11,459,383,499,333,521,306,13,508,305,15,497,339,0
"37.183.2503","Wake","16-07",4212,3316,743,21,51,33,48,75,4137,758,31,6,5,39,26,3128,2542,498,13,37,15,23,41,3087,505,19,2,2,22,14,3080,2599,438,5,38,1491,1116,3,470,1103,1085,2,409,368,20,1,49,2,1,0,2,18,10,0,10,1455,1625,298,1040,1503,239,799,766,23,340,120,297,174,20,109,1,62,70,1124,858,31,1008,948,1078,859,1170,772,26,1213,735,19,1231,850,0
"37.183.2504","Wake","17-01",6773,3633,2194,45,372,392,137,699,6074,2212,70,5,9,276,386,5112,2929,1497,34,279,284,89,479,4633,1505,51,4,2,177,282,3556,2517,962,3,74,2025,1002,5,524,1184,930,4,399,810,49,1,102,3,0,0,0,28,23,0,23,1593,1963,310,1275,1480,491,904,750,23,349,116,308,147,19,90,4,57,68,1299,765,25,1214,831,1269,772,1304,728,15,1366,0,249,1255,784,0
"37.183.2505","Wake","17-02",7945,5613,1699,30,103,358,142,608,7337,1710,69,5,25,186,340,5649,4133,1089,19,76,258,74,449,5200,1083,41,4,17,141,251,4667,3818,774,4,71,2061,1754,7,845,1397,1692,5,724,637,34,2,101,2,1,0,1,25,27,0,19,2148,2519,426,1907,1947,387,876,989,23,275,104,291,104,18,128,3,75,79,1255,1008,25,1029,1181,1041,1158,1180,1056,18,998,1209,0,1107,1140,0
"37.183.2506","Wake","17-03",4915,3815,803,14,191,20,72,69,4846,801,19,15,9,38,18,3827,3035,584,12,139,16,41,53,3774,580,14,9,8,27,16,3425,2879,460,7,79,1353,1409,7,656,928,1365,7,579,389,19,0,52,7,0,0,0,29,25,0,25,1603,1822,275,1703,1251,196,563,713,16,242,64,191,127,5,107,3,64,91,1169,977,20,985,1094,1025,1039,1094,1025,14,1241,0,253,1060,1070,0
"37.183.2507","Wake","17-04",5607,3604,1461,9,100,315,118,478,5129,1482,26,5,10,143,306,4022,2680,992,8,76,205,61,309,3713,994,19,3,7,90,202,3034,2258,736,5,35,1458,1087,7,482,810,1043,6,399,630,31,1,74,4,0,0,1,14,13,0,8,1396,1638,305,1210,1283,236,524,696,14,207,74,190,101,12,72,7,56,61,885,689,18,759,798,788,753,844,705,18,704,830,0,809,763,0
"37.183.2508","Wake","17-05",7394,4448,2100,18,440,208,180,439,6955,2146,34,15,27,172,201,5300,3349,1395,16,320,138,82,274,5026,1403,28,9,18,100,135,3364,2401,880,3,80,1698,1100,0,566,922,1037,0,442,739,39,0,102,2,1,0,0,35,23,0,22,1527,1837,274,1537,1301,252,894,771,22,329,106,317,126,12,82,2,68,75,1530,907,32,1380,1024,1419,966,1447,972,17,1309,183,265,1411,1006,0
"37.183.2509","Wake","17-06",3313,2489,613,24,3,149,35,224,3089,627,31,5,1,75,138,2426,1891,397,15,3,100,20,156,2270,399,21,4,1,52,97,1821,1484,313,5,19,829,663,4,325,556,640,4,284,260,18,0,35,2,1,0,2,11,4,0,4,850,971,218,684,785,134,338,449,11,129,48,137,37,9,69,3,28,25,465,467,10,405,510,406,507,488,437,7,384,536,0,428,507,0
"37.183.2510","Wake","17-07",6769,2166,4023,36,92,310,142,541,6228,4076,45,17,25,183,304,4569,1639,2599,24,63,181,63,331,4238,2607,30,12,13,123,179,3586,1463,2038,4,81,2304,724,4,554,510,632,4,317,1740,78,0,220,3,0,0,1,51,14,0,16,1592,1994,301,1794,1366,125,1041,333,15,429,64,370,131,7,45,3,28,28,1581,375,23,1535,414,1560,392,1576,375,11,1642,0,115,1520,403,0
"37.183.2511","Wake","18-01",4469,2758,1305,9,259,68,70,174,4295,1312,23,9,8,96,62,3644,2474,857,9,204,52,48,144,3500,861,14,7,4,86,49,2951,2127,728,4,92,1434,835,11,671,783,776,10,558,613,34,1,80,1,2,0,1,37,23,0,32,1398,1553,699,1304,791,157,705,376,23,262,60,218,107,10,48,1,33,39,1096,508,46,994,568,976,569,1066,478,39,995,503,61,950,592,0
"37.183.2512","Wake","18-02",7174,6540,360,23,93,68,90,139,7035,371,50,12,4,57,67,5128,4711,247,16,65,44,45,93,5035,248,35,5,2,43,43,4926,4654,199,4,69,1730,2178,7,1011,1540,2142,7,965,163,14,0,22,2,1,0,1,25,21,0,23,2410,2516,408,1725,2547,246,908,1374,23,288,129,291,149,15,174,8,109,110,1529,1759,53,1268,1937,1308,1861,1564,1642,41,1116,2080,0,1166,1984,0
"37.183.2513","Wake","18-03",2867,2494,64,3,264,8,34,53,2814,68,7,0,4,34,8,2090,1836,44,2,185,7,16,34,2056,45,6,0,0,24,7,2194,2013,54,0,127,665,1023,7,499,578,984,7,444,43,2,0,9,0,0,0,0,44,37,0,46,1075,1119,221,528,1276,169,404,515,14,110,50,108,63,5,42,0,43,59,575,628,17,482,668,472,654,606,559,22,434,703,0,446,686,0
"37.183.2514","Wake","18-04",4924,4435,240,11,56,104,78,174,4750,248,20,3,0,56,101,3625,3295,155,11,41,79,44,119,3506,156,19,3,0,37,76,3178,3007,121,6,44,1173,1372,5,628,1060,1349,5,593,92,10,0,19,5,1,0,0,16,12,0,16,1547,1631,321,975,1668,214,624,918,26,241,102,235,126,15,153,9,87,121,905,1084,46,761,1196,823,1113,935,1001,35,848,1058,55,742,1195,0
"37.183.2515","Wake","18-05",5521,5109,87,10,251,18,46,71,5450,93,18,2,6,38,17,3498,3240,68,6,160,11,13,37,3461,67,10,1,1,22,10,3545,3377,65,7,96,999,1713,5,828,932,1671,5,769,49,7,0,9,2,3,0,2,16,32,0,48,1706,1839,273,1048,2063,161,774,1014,27,159,75,146,109,8,84,8,89,102,1094,1248,37,909,1353,863,1342,1102,1178,39,799,1410,0,819,1391,0
"37.183.2516","Wake","18-06",3336,2664,359,10,205,38,60,88,3248,369,19,4,4,45,33,2832,2301,289,7,161,33,41,67,2765,294,14,4,3,32,30,2544,2182,298,4,60,1017,857,6,664,736,821,6,619,254,17,0,27,2,1,0,1,25,18,0,17,1234,1310,486,1279,662,117,430,331,16,133,38,119,70,8,39,2,36,30,751,500,39,649,563,649,551,724,466,42,655,504,51,637,555,0
"37.183.2517","Wake","18-08",3465,2875,150,6,353,25,56,75,3390,155,17,7,4,43,16,2417,2015,106,6,245,16,29,50,2367,103,13,4,4,25,12,2327,2125,107,2,93,753,1022,4,548,636,995,4,490,84,4,0,19,2,0,0,0,31,23,0,39,1135,1192,206,809,1169,143,470,593,13,122,58,121,71,9,52,6,50,66,724,649,17,582,742,605,698,715,618,15,589,719,0,561,732,0
"37.183.2518","Wake","19-01",5754,4708,851,26,23,107,39,177,5577,861,42,3,1,62,104,4097,3368,611,11,16,72,19,118,3979,613,22,3,0,43,72,3334,2871,444,1,18,1482,1308,4,540,1083,1280,4,504,392,22,0,30,0,0,0,1,7,6,0,5,1550,1784,272,1237,1496,329,636,875,22,250,93,232,129,14,112,6,56,73,1102,1028,30,836,1279,919,1174,1023,1089,15,0,1522,0,976,1167,0
"37.183.2519","Wake","19-02",5301,4606,501,10,57,58,69,172,5129,515,25,4,3,94,57,3783,3328,329,7,44,40,35,104,3679,334,19,1,0,52,39,3182,2930,192,5,55,1197,1332,4,649,1015,1301,3,611,164,9,0,19,2,1,1,1,16,21,0,18,1467,1715,243,1403,1209,327,494,623,16,147,70,161,67,9,79,6,47,67,988,909,36,754,1105,810,1031,941,939,22,0,1315,0,875,1014,0
"37.183.2520","Wake","19-03",3261,2836,266,10,60,24,65,53,3208,278,26,3,0,20,18,2372,2099,176,7,41,14,35,37,2335,177,20,0,0,14,13,2402,2263,101,5,33,666,1271,4,461,578,1242,4,439,80,9,0,12,0,3,0,2,8,17,0,8,1154,1248,270,1182,807,143,335,403,12,77,37,71,49,6,98,4,68,57,537,810,24,414,913,437,874,497,823,12,0,1033,0,479,857,0
"37.183.2521","Wake","19-04",3482,3044,350,6,37,23,22,65,3417,348,11,2,6,36,22,2320,2038,228,3,23,16,12,45,2275,227,8,2,2,27,16,1985,1799,162,1,23,704,896,2,383,554,879,2,364,145,5,0,12,0,0,0,1,5,12,0,6,928,1057,149,715,1026,95,362,465,9,107,36,103,47,2,62,1,37,43,642,707,18,499,817,502,793,563,767,12,0,1015,0,557,790,0
"37.183.2522","Wake","19-05",3025,2775,110,9,63,34,34,78,2947,119,18,0,3,36,30,2095,1953,64,6,32,23,17,53,2042,68,10,0,0,25,21,2196,2118,41,2,35,561,1260,3,372,521,1239,3,355,30,3,0,8,2,0,0,0,8,18,0,9,1103,1093,206,870,1023,97,273,586,10,106,33,94,55,2,97,6,80,70,500,830,19,373,928,393,883,472,837,10,0,1066,0,431,900,0
"37.183.2523","Wake","19-06",1229,1133,43,1,37,7,8,14,1215,44,7,1,0,7,7,860,790,34,1,25,5,5,8,852,34,5,1,0,3,5,1155,1069,53,3,30,299,608,2,246,245,596,2,226,44,1,0,8,0,2,0,1,10,9,0,11,584,571,62,542,513,38,112,139,4,29,12,32,13,0,17,0,11,13,315,461,14,251,498,259,480,285,474,6,0,578,0,264,504,0
"37.183.2524","Wake","19-07",2612,1380,1106,3,56,22,45,49,2563,1115,6,2,9,20,17,1798,1006,720,3,32,15,22,38,1760,718,5,1,7,17,12,1466,871,568,1,26,728,565,3,170,211,531,3,126,505,22,0,41,0,0,0,1,12,12,0,2,676,790,222,636,456,152,253,306,9,58,32,54,39,2,77,0,52,44,486,484,8,441,518,445,506,456,505,5,0,557,0,454,513,0
"37.183.2525","Wake","19-08",5181,3766,1143,11,110,56,95,117,5064,1157,19,9,13,43,54,3617,2714,735,9,84,33,42,77,3540,728,16,7,10,30,33,3001,2352,598,6,45,1286,1176,5,534,761,1141,5,445,508,20,0,70,3,2,0,1,14,13,0,18,1429,1572,220,1509,1129,143,560,722,16,171,55,168,74,8,97,2,57,65,1048,926,25,910,1037,950,982,1008,949,8,0,1321,0,941,988,0
"37.183.2526","Wake","20-01",6825,5344,916,28,250,176,111,359,6466,910,67,5,20,123,174,5024,3935,683,25,185,136,60,257,4767,679,51,3,11,86,136,4037,3422,496,7,112,1565,1572,11,889,1088,1522,11,801,433,16,0,47,3,1,0,3,41,33,0,38,1889,2148,405,1958,1411,263,653,639,22,162,72,157,88,10,67,4,48,72,1365,1101,54,1125,1268,1107,1262,1301,1088,48,989,1301,105,1067,1290,0
"37.183.2527","Wake","20-02",3563,3081,222,16,148,38,58,96,3467,227,25,5,5,56,32,2582,2263,144,9,107,27,32,70,2512,145,17,3,2,43,23,2233,2073,92,2,66,737,969,5,522,641,940,5,487,73,7,0,12,0,1,0,1,23,21,0,22,1088,1145,184,966,959,124,320,345,14,93,42,97,55,3,50,1,43,42,705,734,22,592,814,564,816,696,699,25,516,854,38,544,809,124
"37.183.2528","Wake","20-03",6512,5944,243,12,196,44,73,129,6383,256,18,5,8,79,33,4342,3965,166,11,136,32,32,84,4258,171,14,5,4,52,24,4221,3992,149,4,76,1322,1869,5,1025,1179,1836,5,972,118,8,0,23,2,0,0,2,23,25,0,28,2037,2184,398,1624,2017,182,947,1114,22,177,87,184,121,8,148,7,93,115,1405,1347,53,1138,1498,1093,1500,1422,1233,60,878,1684,79,1035,1557,0
"37.183.2529","Wake","20-04",3611,2942,148,6,429,29,57,98,3513,150,7,1,9,57,24,2373,1933,102,3,297,13,25,60,2313,104,4,1,2,42,13,2004,1816,83,1,104,531,917,4,552,421,884,4,507,65,5,0,13,1,0,0,0,44,28,0,32,979,1025,119,1204,635,46,333,351,9,43,20,43,32,3,30,2,14,31,654,600,17,518,665,485,678,632,571,16,429,708,39,475,698,0
"37.183.2530","Wake","20-05",3818,3359,169,2,223,12,53,47,3771,171,7,4,0,33,12,2631,2315,119,2,158,10,27,29,2602,121,6,4,0,17,10,2469,2264,121,2,82,667,1167,3,632,537,1138,3,586,102,5,0,14,1,0,0,1,27,24,0,31,1175,1294,183,902,1259,125,389,444,14,79,39,92,42,3,50,1,39,66,702,819,23,604,849,563,870,712,762,19,473,916,53,541,888,0
"37.183.2531","Wake","20-06",9748,7995,993,29,453,94,184,339,9409,1030,47,14,22,200,83,6736,5548,705,21,312,61,89,223,6513,713,35,10,15,134,57,5655,4963,546,3,143,1908,2381,9,1357,1371,2322,9,1261,491,13,0,42,2,0,0,1,44,46,0,53,2657,2998,364,3074,1916,301,834,899,35,227,104,231,134,9,109,8,76,134,1844,1853,80,1616,1970,1527,2004,1805,1789,53,1388,2074,99,1479,1984,258
"37.183.2532","Wake","20-10",4633,3860,179,4,504,21,65,106,4527,187,8,0,3,85,11,2800,2318,121,1,316,11,33,61,2739,125,4,0,2,49,7,2473,2251,93,2,127,604,1172,3,694,515,1124,3,609,56,12,0,25,0,1,0,1,33,35,0,59,1214,1259,173,1179,1074,47,388,414,19,50,33,51,42,4,39,1,29,40,772,795,21,631,846,594,845,758,744,20,495,922,53,582,877,0
"37.185.2533","Warren","RIVER",1256,819,414,9,5,2,7,12,1244,411,10,2,6,3,2,1025,700,309,6,5,2,3,9,1016,306,7,1,4,3,2,793,558,233,1,1,539,151,0,103,316,146,0,96,223,5,0,5,0,0,0,1,0,0,0,1,371,422,48,127,363,255,185,185,1,104,49,149,27,9,12,1,2,17,237,207,4,210,231,230,191,226,205,5,276,182,21,270,0,0
"37.185.2534","Warren","SIX POUND",931,640,265,6,2,7,11,13,918,263,12,0,4,1,7,773,551,202,5,2,6,7,10,763,200,11,0,2,1,6,730,501,226,2,1,496,135,0,99,288,128,0,85,207,6,0,13,0,1,0,1,1,0,0,0,340,390,51,155,358,166,183,147,4,88,65,138,26,12,16,3,6,12,109,125,2,110,125,131,98,111,121,6,141,105,6,144,0,0
"37.185.2535","Warren","HAWTREE",1931,782,1098,22,4,12,13,27,1904,1096,23,6,6,10,11,1620,647,930,19,4,8,12,22,1598,928,20,6,5,9,8,891,427,455,0,9,789,72,0,30,345,64,0,18,437,6,0,12,0,0,0,0,7,2,0,0,364,527,70,225,360,236,198,133,4,139,94,211,31,20,6,0,5,1,284,141,12,276,146,302,102,288,126,9,362,0,0,323,0,0
"37.185.2536","Warren","SMITH CREEK",1080,421,640,0,2,7,10,13,1067,646,1,0,3,3,7,768,325,432,0,2,2,7,7,761,436,1,0,2,3,2,431,189,242,0,0,387,29,0,15,158,24,0,7,229,5,0,8,0,0,0,0,0,0,0,0,192,239,35,90,190,116,121,98,1,50,25,66,8,8,6,0,0,2,157,99,1,159,92,164,67,171,80,1,218,0,0,197,0,0
"37.185.2537","Warren","NUTBUSH",1582,333,1204,8,1,34,2,51,1531,1188,9,0,16,2,33,1173,270,873,5,1,22,2,32,1141,865,6,0,8,2,22,1259,239,1015,2,3,1143,61,1,54,176,40,0,23,964,21,1,29,1,0,0,1,2,0,0,1,568,691,106,377,502,274,398,84,1,179,65,230,37,15,2,0,0,2,512,98,3,495,105,508,86,512,101,1,546,0,0,532,0,0
"37.185.2538","Warren","SANDY CREEK",1670,539,1085,9,3,27,7,36,1634,1084,12,2,3,3,27,1197,414,751,7,0,20,5,26,1171,750,10,2,1,3,20,956,286,668,0,2,844,61,0,51,198,53,0,35,644,8,0,16,0,0,0,0,2,0,0,0,426,530,65,286,374,231,277,81,0,206,44,239,22,13,1,0,1,2,356,97,3,332,115,357,81,354,93,6,403,0,0,387,0,0
"37.185.2539","Warren","SHOCCO",1270,391,839,7,2,15,16,25,1245,837,13,5,6,2,15,908,302,582,6,2,7,9,16,892,577,9,5,5,2,7,644,147,495,2,0,587,28,0,29,115,16,0,16,470,12,0,13,2,0,0,0,0,0,0,0,278,366,71,172,285,116,198,46,1,156,48,173,32,13,0,0,3,1,250,61,1,244,55,257,46,253,48,6,279,0,0,260,0,0
"37.185.2540","Warren","FISHING CREEK",1692,138,661,827,2,15,49,32,1660,659,837,36,5,0,12,1234,106,491,609,1,10,17,19,1215,490,615,10,2,0,7,961,112,397,26,426,895,32,1,33,90,12,1,9,372,10,0,15,21,1,0,4,412,9,0,5,433,528,88,282,408,183,315,40,2,165,81,226,29,15,1,0,0,0,442,51,4,442,42,445,39,469,35,1,375,38,3,452,0,0
"37.185.2541","Warren","JUDKINS",848,382,449,7,1,3,6,10,838,446,9,0,7,0,3,613,281,323,4,1,2,2,6,607,319,6,0,4,0,2,553,220,328,1,4,487,31,0,35,171,28,0,21,311,3,0,14,1,0,0,0,4,0,0,0,250,303,34,130,242,147,174,57,0,89,52,134,13,7,3,0,3,0,194,61,1,180,77,195,56,191,65,1,196,55,3,209,0,0
"37.185.2542","Warren","WEST WARRETON",2728,831,1843,16,7,3,28,8,2720,1848,18,15,4,1,3,2085,696,1346,13,7,2,21,5,2080,1349,14,13,2,1,2,1680,523,1144,1,12,1504,98,0,78,410,67,0,46,1085,29,0,30,1,0,0,0,8,2,0,2,705,975,146,474,644,416,495,159,2,320,123,402,67,31,11,2,2,9,641,162,2,616,176,653,127,644,143,8,738,0,0,697,0,0
"37.185.2543","Warren","FORK",526,140,359,22,0,4,1,7,519,357,22,0,3,0,4,386,103,265,14,0,4,0,7,379,262,14,0,3,0,4,366,83,278,3,2,329,22,0,15,63,14,0,6,262,8,0,8,3,0,0,0,1,0,0,1,156,210,36,94,153,83,109,24,5,50,27,66,13,6,2,0,2,2,142,29,0,142,28,145,20,149,23,0,158,0,0,148,0,0
"37.185.2544","Warren","ROANOKE",1031,894,117,9,2,3,6,9,1022,118,10,3,0,8,1,919,811,91,6,2,3,6,6,913,92,7,3,0,5,1,790,698,88,0,4,375,236,0,179,289,232,0,177,84,3,0,1,0,0,0,0,2,1,0,1,383,407,34,100,390,266,127,166,2,57,28,70,26,1,22,2,6,13,186,193,4,173,200,170,204,169,206,3,173,198,21,203,0,0
"37.185.2545","Warren","NORLINA",1107,635,459,1,0,8,4,15,1092,461,3,0,0,8,7,837,514,314,1,0,8,0,12,825,314,1,0,0,5,7,1086,590,489,1,6,917,111,0,58,451,95,0,44,461,14,0,14,1,0,0,0,4,2,0,0,452,634,121,306,404,255,229,150,6,148,89,211,49,17,9,12,2,4,381,148,7,340,181,370,133,346,168,13,432,0,0,389,0,0
"37.185.2546","Warren","EAST WARRENTON",2320,824,1449,14,0,17,16,59,2261,1442,18,7,10,32,17,1733,677,1022,11,0,13,10,41,1692,1018,14,3,6,22,13,1423,583,818,4,18,1231,109,1,82,449,88,1,45,761,20,0,37,4,0,0,0,17,1,0,0,620,803,146,366,533,378,202,85,2,243,123,340,61,23,0,0,3,9,444,158,2,438,159,471,107,470,129,10,534,0,0,483,0,0
"37.187.2547","Washington","LEES MILL",3064,1196,1790,0,7,45,26,67,2997,1796,6,3,5,21,39,2286,949,1292,0,7,27,11,46,2240,1293,2,3,2,17,27,1755,747,1005,0,3,1479,171,0,105,532,141,0,74,944,30,0,31,0,0,0,0,3,0,0,0,769,986,169,406,848,332,780,236,18,253,150,335,66,27,11,0,1,7,858,252,15,788,318,832,255,804,281,25,814,268,0,997,0,0
"37.187.2548","Washington","PLYMOUTH 1",2065,785,1253,1,10,3,13,16,2049,1251,4,1,3,10,3,1455,632,806,1,6,2,8,13,1442,805,4,1,1,10,2,1453,673,775,0,5,1159,174,1,119,461,153,1,58,695,19,0,61,0,0,0,0,3,2,0,0,615,838,134,374,672,273,415,208,13,147,103,203,56,16,13,3,4,15,489,191,7,431,241,476,181,457,211,12,487,184,0,577,0,0
"37.187.2549","Washington","PLYMOUTH 2",1881,560,1209,0,14,84,14,97,1784,1213,0,3,5,8,82,1323,468,781,0,8,61,5,67,1256,780,0,2,3,4,59,1215,447,758,1,9,961,101,1,152,316,77,0,54,637,24,1,96,1,0,0,0,7,0,0,2,492,723,134,354,462,265,438,98,19,135,89,186,46,16,10,0,0,2,462,92,8,419,135,469,69,450,93,12,467,82,0,503,0,0
"37.187.2550","Washington","PLYMOUTH 3",3509,2096,1378,0,12,11,12,35,3474,1382,3,1,0,25,9,2638,1705,908,0,11,6,8,22,2616,910,3,1,0,15,6,2179,1462,712,1,4,1594,398,3,184,965,370,3,124,624,28,0,60,1,0,0,0,4,0,0,0,944,1235,252,565,1027,335,643,440,27,256,161,342,96,37,25,3,2,22,689,495,9,600,559,685,450,628,507,36,681,443,0,859,319,0
"37.187.2551","Washington","SCUPPERNONG",1885,1212,557,5,6,79,26,90,1795,559,9,7,6,7,77,1444,958,391,5,6,66,18,73,1371,391,8,4,4,3,66,1075,782,285,2,6,840,154,1,80,564,148,0,70,269,5,1,10,2,0,0,0,5,1,0,0,482,593,126,262,456,231,367,252,11,260,76,323,30,20,11,0,3,12,421,245,10,323,325,393,222,261,410,2,454,204,0,556,121,0
"37.187.2552","Washington","SKINNERSVILLE",1319,777,529,1,1,6,5,6,1313,533,1,0,0,0,6,1010,619,382,1,1,6,1,6,1004,382,1,0,0,0,6,813,457,352,2,2,616,138,1,58,283,128,0,46,330,9,1,12,2,0,0,0,1,1,0,0,352,461,76,205,348,184,215,151,4,124,37,163,10,4,8,2,3,8,319,122,5,264,170,293,130,230,212,1,323,110,0,358,85,0
"37.189.2553","Watauga","Bald Mtn",485,477,2,1,3,1,1,1,484,2,2,0,0,0,1,383,376,1,1,3,1,1,1,382,1,2,0,0,0,1,265,262,1,0,2,86,108,1,70,84,108,1,69,1,0,0,0,0,0,0,0,1,0,0,1,118,147,31,91,114,29,61,71,6,14,12,17,10,1,10,0,4,5,86,81,5,67,92,64,87,56,107,4,63,111,0,66,112,0
"37.189.2554","Watauga","Beaverdam",1283,1271,3,0,1,3,5,11,1272,6,1,1,0,11,0,980,973,3,0,1,0,3,8,972,4,1,1,0,8,0,783,779,0,1,3,349,333,1,100,348,331,1,99,0,0,0,0,1,0,0,0,0,2,0,1,397,386,76,216,361,130,164,183,10,30,17,33,29,8,25,4,15,14,207,248,12,194,241,193,231,154,292,10,172,268,0,189,277,0
"37.189.2555","Watauga","Blowing Rock",2858,2801,14,10,10,3,20,16,2842,19,20,0,0,14,1,2377,2333,13,9,7,3,12,14,2363,13,18,0,0,12,1,1747,1732,3,1,11,631,728,4,384,625,723,4,380,3,0,0,0,0,0,0,1,3,5,0,3,823,924,179,445,811,312,516,502,40,92,88,111,110,5,58,7,25,105,602,620,54,580,641,571,602,431,745,46,526,692,0,661,711,0
"37.189.2556","Watauga","Blue Ridge",3628,3538,24,11,29,3,23,27,3601,32,19,0,0,21,3,2954,2887,21,6,24,3,13,22,2932,22,14,0,0,18,3,2460,2431,17,2,10,757,1060,7,636,741,1056,6,628,13,1,0,3,0,0,1,1,3,3,0,4,1216,1244,311,701,1146,302,523,598,33,82,88,83,116,14,98,5,23,82,585,566,48,497,600,509,577,391,691,67,504,648,0,538,672,0
"37.189.2557","Watauga","Boone1",1694,1531,117,5,19,8,14,20,1674,123,10,0,0,12,8,1534,1399,97,5,16,8,9,20,1514,98,10,0,0,12,8,1537,1413,111,3,10,692,395,8,442,603,378,8,424,83,13,0,15,1,1,0,1,5,3,0,2,761,776,425,552,392,168,370,114,22,92,74,110,93,11,18,1,3,25,338,141,30,322,144,313,136,283,167,25,295,159,0,306,175,0
"37.189.2558","Watauga","Boone2",6059,5701,232,11,64,26,25,93,5966,235,18,0,4,64,22,6001,5648,231,11,61,26,24,92,5909,234,17,0,4,63,22,2753,2629,101,1,22,912,977,12,852,820,962,12,835,83,3,0,15,0,1,0,0,9,11,0,2,1174,1579,1400,1173,110,70,248,112,18,25,37,35,38,5,12,1,4,10,355,200,50,314,222,286,230,258,238,64,286,235,0,290,248,0
"37.189.2559","Watauga","Brushy Fork",3205,3095,66,4,13,5,22,50,3155,71,13,0,0,40,5,2679,2599,50,4,7,4,15,43,2636,52,10,0,0,38,4,2083,2050,15,0,18,832,762,9,480,814,753,9,474,9,3,0,3,0,0,0,0,9,6,0,3,1040,1043,483,646,719,235,426,443,16,115,88,53,48,4,60,1,11,37,526,503,34,453,530,449,518,379,599,39,440,567,0,457,550,0
"37.189.2560","Watauga","Cove Creek",2935,2915,0,3,3,0,14,22,2913,0,13,1,0,19,0,2273,2255,0,2,3,0,13,17,2256,0,11,1,0,14,0,1611,1598,5,0,8,562,764,6,279,556,761,6,275,4,0,0,1,0,0,0,0,2,3,0,3,761,850,194,513,656,248,355,459,25,75,56,124,135,11,66,5,14,37,431,548,28,366,589,382,560,320,638,21,339,564,0,356,608,0
"37.189.2561","Watauga","Elk",462,447,2,3,2,2,6,3,459,2,6,0,0,2,1,370,361,1,2,2,1,3,3,367,1,5,0,0,2,1,233,233,0,0,0,81,108,1,43,81,108,1,43,0,0,0,0,0,0,0,0,0,0,0,0,117,116,23,65,102,43,45,83,9,7,16,67,75,17,15,0,5,10,70,88,11,63,98,63,91,51,100,12,56,95,0,59,97,0
